GBCODE,W1,W2
410781,0.3378,0.6622
410782,0.3535,0.6465
410801,0.4682,0.5318
410821,0.3476,0.6524
410822,0.3895,0.6105
410823,0.2415,0.7585
410825,0.3571,0.6429
419001,0.4953,0.5047
410882,0.4995,0.5005
410883,0.377,0.623
410901,0.3132,0.6868
410922,0.164,0.836
410923,0.2064,0.7936
410926,0.2053,0.7947
410927,0.2015,0.7985
410928,0.2855,0.7145
411001,0.3846,0.6154
411023,0.2712,0.7288
411024,0.2692,0.7308
411025,0.267,0.733
411081,0.3294,0.6706
411082,0.4098,0.5902
411101,0.3909,0.6091
411121,0.3221,0.6779
411122,0.3449,0.6551
411103,0.4307,0.5693
411201,0.4399,0.5601
411221,0.3538,0.6462
411222,0.3445,0.6555
411224,0.2526,0.7474
411281,0.9425,0.0575
411282,0.3205,0.6795
411301,0.3248,0.6752
411321,0.2778,0.7222
411322,0.2495,0.7505
411323,0.3658,0.6342
411324,0.2855,0.7145
411325,0.2816,0.7184
411326,0.3004,0.6996
411327,0.2768,0.7232
411328,0.2893,0.7107
411329,0.2848,0.7152
411330,0.3352,0.6648
411381,0.2827,0.7173
411401,0.2949,0.7051
411421,0.2398,0.7602
411422,0.2552,0.7448
411423,0.2239,0.7761
411424,0.2423,0.7577
411425,0.2527,0.7473
411426,0.2639,0.7361
411481,0.334,0.666
411501,0.3417,0.6583
411521,0.2981,0.7019
411522,0.2772,0.7228
411523,0.3609,0.6391
411524,0.2728,0.7272
411525,0.2842,0.7158
411526,0.3886,0.6114
411527,0.2779,0.7221
411528,0.2781,0.7219
411601,0.2946,0.7054
411681,0.3541,0.6459
411621,0.2709,0.7291
411622,0.2699,0.7301
411623,0.2417,0.7583
411627,0.2542,0.7458
411628,0.2877,0.7123
411625,0.2661,0.7339
411626,0.2696,0.7304
411624,0.2654,0.7346
411725,0.2985,0.7015
411701,0.2946,0.7054
411728,0.296,0.704
411721,0.2585,0.7415
411722,0.2583,0.7417
411727,0.2587,0.7413
411723,0.2778,0.7222
411729,0.2173,0.7827
411724,0.2139,0.7861
420101,0.7707,0.2293
420105,1,0
420106,1,0
420116,0.3509,0.6491
420117,0.4627,0.5373
420201,0.568,0.432
420222,0.2875,0.7125
420281,0.4947,0.5053
420301,0.4632,0.5368
420321,0.31,0.69
420322,0.2915,0.7085
420323,0.2896,0.7104
420324,0.2857,0.7143
420325,0.3049,0.6951
420381,0.4282,0.5718
420501,0.4986,0.5014
420506,0.4089,0.5911
420525,0.3871,0.6129
420526,0.372,0.628
420527,0.3014,0.6986
420528,0.2421,0.7579
420529,0.3001,0.6999
420581,0.4582,0.5418
420582,0.3925,0.6075
420583,0.4403,0.5597
420601,0.5004,0.4996
420607,0.439,0.561
420624,0.3374,0.6626
420625,0.3775,0.6225
420626,0.3324,0.6676
420682,0.451,0.549
420683,0.4403,0.5597
420684,0.394,0.606
420701,0.5795,0.4205
420801,0.455,0.545
420821,0.4183,0.5817
420881,0.4294,0.5706
420900,0.46,0.54
420922,0.3617,0.6383
420923,0.417,0.583
420981,0.5086,0.4914
420982,0.4175,0.5825
421124,0.2928,0.7072
420984,0.4617,0.5383
421002,0.839,0.161
421022,0.3324,0.6676
421023,0.3063,0.6937
421024,0.3001,0.6999
421081,0.3706,0.6294
421083,0.3401,0.6599
421087,0.3545,0.6455
420704,0.6905,0.3095
421121,0.2605,0.7395
421122,0.3108,0.6892
421123,0.311,0.689
421124,0.2928,0.7072
421125,0.2703,0.7297
421126,0.3213,0.6787
421127,0.3303,0.6697
421181,0.3565,0.6435
421182,0.4205,0.5795
421201,0.427,0.573
421221,0.3743,0.6257
421222,0.326,0.674
421223,0.3716,0.6284
421224,0.3102,0.6898
421281,0.4234,0.5766
422801,0.4271,0.5729
422802,0.2993,0.7007
422822,0.2523,0.7477
422823,0.2601,0.7399
422825,0.2363,0.7637
422826,0.2839,0.7161
422827,0.2284,0.7716
422828,0.2609,0.7391
429001,0.4519,0.5481
429004,0.4706,0.5294
429005,0.4626,0.5374
429006,0.4317,0.5683
429021,0.4067,0.5933
430101,0.6769,0.3231
430121,0.4966,0.5034
430122,0.4395,0.5605
430124,0.4271,0.5729
430181,0.4596,0.5404
430201,0.5648,0.4352
430221,0.2459,0.7541
430223,0.4058,0.5942
430224,0.481,0.519
430225,0.3842,0.6158
430281,0.474,0.526
430301,0.5011,0.4989
430321,0.2586,0.7414
430381,0.2674,0.7326
430382,0.3209,0.6791
430401,0.445,0.555
430422,0.3255,0.6745
430423,0.288,0.712
430424,0.2835,0.7165
430426,0.3256,0.6744
430481,0.4135,0.5865
430482,0.4108,0.5892
430501,0.3284,0.6716
430521,0.4118,0.5882
430522,0.263,0.737
430523,0.2492,0.7508
430524,0.2505,0.7495
430525,0.2692,0.7308
430527,0.1853,0.8147
430528,0.2749,0.7251
430529,0.2646,0.7354
430581,0.2551,0.7449
430601,0.4601,0.5399
430621,0.3417,0.6583
430623,0.3013,0.6987
430624,0.4377,0.5623
430626,0.309,0.691
430681,0.4639,0.5361
430682,0.4516,0.5484
430701,0.3887,0.6113
430721,0.3201,0.6799
430722,0.2699,0.7301
430723,0.3195,0.6805
430724,0.3889,0.6111
430725,0.2663,0.7337
430726,0.3122,0.6878
430781,0.6227,0.3773
430801,0.3357,0.6643
430821,0.2623,0.7377
430822,0.2302,0.7698
430900,0.3992,0.6008
430901,0.3992,0.6008
430921,0.3611,0.6389
430922,0.3316,0.6684
430923,0.2486,0.7514
430981,0.4219,0.5781
431000,0.417,0.583
431001,0.417,0.583
431021,0.3492,0.6508
431022,0.358,0.642
431023,0.3272,0.6728
431024,0.3696,0.6304
431025,0.2712,0.7288
431026,0.2648,0.7352
431027,0.2358,0.7642
431028,0.3454,0.6546
431081,0.6395,0.3605
431100,0.3538,0.6462
431103,0.5951,0.4049
431121,0.361,0.639
431122,0.3265,0.6735
431123,0.3513,0.6487
431124,0.3054,0.6946
431125,0.2119,0.7881
431126,0.3303,0.6697
431127,0.3639,0.6361
431128,0.2655,0.7345
431129,0.1936,0.8064
431200,0.3609,0.6391
431222,0.2991,0.7009
431223,0.2944,0.7056
431224,0.285,0.715
431225,0.2495,0.7505
431226,0.2694,0.7306
431227,0.2534,0.7466
431228,0.2546,0.7454
431229,0.3988,0.6012
431230,0.2399,0.7601
431281,0.4137,0.5863
431382,0.2465,0.7535
431381,0.7283,0.2717
431321,0.1998,0.8002
431322,0.2196,0.7804
433101,0.7029,0.2971
433122,0.3421,0.6579
433123,0.2378,0.7622
433124,0.3407,0.6593
433125,0.306,0.694
433126,0.302,0.698
433127,0.3024,0.6976
433130,0.2881,0.7119
440101,0.8378,0.1622
440113,0.8006,0.1994
440282,0.4428,0.5572
440183,0.6847,0.3153
440184,0.3861,0.6139
440201,0.5253,0.4747
440205,0.5539,0.4461
440222,0.3714,0.6286
440224,0.3686,0.6314
440229,0.312,0.688
440232,0.4146,0.5854
440233,0.4847,0.5153
440281,0.4813,0.5187
440301,1,0
440306,1,0
440401,0.8765,0.1235
440501,0.6846,0.3154
440523,0.7568,0.2432
440513,0.5757,0.4243
440515,0.7136,0.2864
440601,0.9409,0.0591
440606,0.9774,0.0226
440605,0.9488,0.0512
440607,0.7097,0.2903
440608,0.8656,0.1344
440701,0.623,0.377
440781,0.4196,0.5804
440705,0.6104,0.3896
440783,0.5306,0.4694
440784,0.5709,0.4291
440785,0.4956,0.5044
440204,0.816,0.184
440823,0.2852,0.7148
440825,0.3411,0.6589
440881,0.2489,0.7511
440882,0.241,0.759
440883,0.3588,0.6412
440901,0.3506,0.6494
440923,0.3244,0.6756
440981,0.2732,0.7268
440982,0.2718,0.7282
440983,0.3655,0.6345
441201,0.4239,0.5761
441223,0.3687,0.6313
441224,0.1987,0.8013
441225,0.2933,0.7067
441226,0.2494,0.7506
441283,0.2984,0.7016
441284,0.6552,0.3448
441301,0.6184,0.3816
441322,0.4545,0.5455
441323,0.5209,0.4791
441324,0.2957,0.7043
441303,0.7592,0.2408
441401,0.4301,0.5699
441421,0.4665,0.5335
441422,0.4298,0.5702
441423,0.433,0.567
441424,0.2338,0.7662
441426,0.4619,0.5381
441427,0.4775,0.5225
441481,0.4071,0.5929
441501,0.5418,0.4582
441521,0.6167,0.3833
441523,0.5176,0.4824
441581,0.4267,0.5733
441601,0.4004,0.5996
441621,0.361,0.639
441622,0.2741,0.7259
441623,0.3289,0.6711
441624,0.2755,0.7245
441701,0.4681,0.5319
441721,0.3397,0.6603
441781,0.3383,0.6617
441801,0.4754,0.5246
441821,0.391,0.609
441823,0.3517,0.6483
441825,0.3557,0.6443
441826,0.4433,0.5567
441881,0.3683,0.6317
441882,0.4397,0.5603
441900,0.8846,0.1154
442000,0.8782,0.1218
445100,0.6275,0.3725
445122,0.4746,0.5254
445200,0.4731,0.5269
445222,0.2994,0.7006
445224,0.3963,0.6037
445281,0.4257,0.5743
445300,0.3696,0.6304
445321,0.3712,0.6288
445322,0.3919,0.6081
445381,0.2746,0.7254
450101,0.5374,0.4626
450109,0.2773,0.7227
450122,0.3417,0.6583
450201,0.5765,0.4235
450221,0.3803,0.6197
450222,0.3431,0.6569
450301,0.3876,0.6124
450321,0.2675,0.7325
450322,0.2688,0.7312
450323,0.3521,0.6479
450324,0.2259,0.7741
450325,0.2965,0.7035
450326,0.2277,0.7723
450327,0.2093,0.7907
450328,0.2163,0.7837
450329,0.1846,0.8154
450330,0.2507,0.7493
450331,0.3827,0.6173
450332,0.1956,0.8044
450401,0.4298,0.5702
450421,0.392,0.608
450422,0.2423,0.7577
450423,0.3046,0.6954
450481,0.4365,0.5635
450501,0.4729,0.5271
450521,0.3036,0.6964
450601,0.4828,0.5172
450621,0.2318,0.7682
450681,0.6376,0.3624
450700,0.2934,0.7066
450721,0.2155,0.7845
450722,0.2278,0.7722
450800,0.402,0.598
450821,0.4333,0.5667
450881,0.3395,0.6605
450900,0.396,0.604
450921,0.2922,0.7078
450922,0.3309,0.6691
450923,0.2737,0.7263
450981,0.5766,0.4234
451400,0.2781,0.7219
450127,0.269,0.731
450126,0.339,0.661
450125,0.2559,0.7441
450123,0.2335,0.7665
450124,0.1947,0.8053
451421,0.336,0.664
450405,0.8152,0.1848
451424,0.1984,0.8016
451425,0.1638,0.8362
451422,0.2029,0.7971
451423,0.303,0.697
451381,0.5775,0.4225
450223,0.4211,0.5789
451322,0.3191,0.6809
451323,0.3192,0.6808
451301,0.3317,0.6683
450224,0.3357,0.6643
450226,0.1484,0.8516
450225,0.2577,0.7423
451324,0.2919,0.7081
451321,0.2384,0.7616
451100,0.3529,0.6471
451121,0.365,0.635
451122,0.3225,0.6775
451123,0.2807,0.7193
451001,0.2556,0.7444
451021,0.3072,0.6928
451022,0.2654,0.7346
451023,0.3779,0.6221
451024,0.1794,0.8206
451025,0.1861,0.8139
451026,0.1926,0.8074
451027,0.1616,0.8384
451028,0.2006,0.7994
451029,0.1628,0.8372
451031,0.1336,0.8664
451030,0.199,0.801
451201,0.2636,0.7364
450311,0.0974,0.9026
451225,0.2355,0.7645
451226,0.2471,0.7529
451221,0.3529,0.6471
451222,0.3104,0.6896
451223,0.1364,0.8636
451224,0.1721,0.8279
451227,0.1659,0.8341
451228,0.1613,0.8387
451229,0.199,0.801
469029,0.3136,0.6864
460107,0.6616,0.3384
460003,0.4492,0.5508
469005,0.4685,0.5315
469006,0.4055,0.5945
469007,0.3765,0.6235
469021,0.3688,0.6312
469022,0.3919,0.6081
469023,0.3944,0.6056
469024,0.3636,0.6364
469025,0.2532,0.7468
469026,0.4778,0.5222
469027,0.289,0.711
469028,0.3688,0.6312
469030,0.2974,0.7026
469031,1,0
469032,0,1
460100,0.7416,0.2584
460201,0.6621,0.3379
500101,0.55,0.45
500102,0.558,0.442
500104,0.9318,0.0682
500105,0.9113,0.0887
500106,0.9006,0.0994
500107,0.8662,0.1338
500108,0.9001,0.0999
500109,0.7376,0.2624
500110,0.7247,0.2753
500111,0.9305,0.0695
500112,0.7328,0.2672
500113,0.7285,0.2715
500115,0.5302,0.4698
500222,0.4102,0.5898
500223,0.3861,0.6139
500224,0.4149,0.5851
500225,0.4001,0.5999
500226,0.4102,0.5898
500227,0.4205,0.5795
500228,0.3429,0.6571
500230,0.3451,0.6549
500231,0.3427,0.6573
500232,0.3299,0.6701
500233,0.3292,0.6708
500234,0.3589,0.6411
500235,0.3216,0.6784
500236,0.3228,0.6772
500237,0.3002,0.6998
500238,0.2538,0.7462
500114,0.391,0.609
500240,0.3233,0.6767
500241,0.3002,0.6998
500242,0.2381,0.7619
500243,0.2521,0.7479
500116,0.5565,0.4435
500117,0.5582,0.4418
500118,0.5687,0.4313
500119,0.4773,0.5227
510101,0.6575,0.3425
510121,0.2605,0.7395
510122,0.6212,0.3788
510115,0.6102,0.3898
510124,0.658,0.342
510114,0.5516,0.4484
510129,0.3503,0.6497
510131,0.305,0.695
510132,0.4042,0.5958
510181,0.4827,0.5173
510182,0.345,0.655
510183,0.3102,0.6898
510184,0.3123,0.6877
510301,0.4102,0.5898
510321,0.3052,0.6948
510322,0.3056,0.6944
510400,0.601,0.399
510401,0.601,0.399
510421,0.2659,0.7341
510422,0.1935,0.8065
510501,0.3526,0.6474
510503,0.3916,0.6084
510521,0.3204,0.6796
510522,0.3028,0.6972
510524,0.2381,0.7619
510525,0.1711,0.8289
510601,0.4132,0.5868
510623,0.2269,0.7731
510681,0.399,0.601
510682,0.4542,0.5458
510683,0.4018,0.5982
510701,0.3985,0.6015
510722,0.1984,0.8016
510723,0.2331,0.7669
510724,0.2624,0.7376
510725,0.205,0.795
510726,0.2824,0.7176
510727,0.2435,0.7565
510781,0.4096,0.5904
510801,0.3298,0.6702
510821,0.3536,0.6464
510822,0.1882,0.8118
510823,0.2305,0.7695
510824,0.2284,0.7716
510901,0.3688,0.6312
510921,0.27,0.73
510922,0.388,0.612
511001,0.3784,0.6216
511024,0.4151,0.5849
511025,0.2224,0.7776
511028,0.4572,0.5428
511101,0.3947,0.6053
511123,0.2631,0.7369
511124,0.2588,0.7412
511126,0.2519,0.7481
511129,0.2089,0.7911
511132,0.2575,0.7425
511133,0.1388,0.8612
511181,0.5042,0.4958
511300,0.3591,0.6409
511301,0.3591,0.6409
511321,0.2684,0.7316
511322,0.2451,0.7549
511323,0.3534,0.6466
511324,0.3726,0.6274
511325,0.275,0.725
511381,0.3327,0.6673
511500,0.3355,0.6645
511521,0.1953,0.8047
511522,0.3549,0.6451
511523,0.2969,0.7031
511524,0.3033,0.6967
511525,0.2527,0.7473
511526,0.4134,0.5866
511527,0.2313,0.7687
511528,0.2267,0.7733
511529,0.1145,0.8855
511600,0.2907,0.7093
511621,0.2244,0.7756
511622,0.2252,0.7748
511623,0.2677,0.7323
511681,0.4283,0.5717
511700,0.3271,0.6729
511781,0.318,0.682
511721,0.2693,0.7307
511722,0.294,0.706
511723,0.2914,0.7086
511724,0.3119,0.6881
511725,0.2465,0.7535
511800,0.3462,0.6538
511821,0.2033,0.7967
511822,0.3935,0.6065
511823,0.1662,0.8338
511824,0.3191,0.6809
511825,0.3949,0.6051
511826,0.3715,0.6285
511827,0.279,0.721
513221,0.3962,0.6038
513222,0.3249,0.6751
513223,0.3738,0.6262
513224,0.2698,0.7302
513225,0.511,0.489
513226,0.3243,0.6757
513227,0.1578,0.8422
513228,0.1767,0.8233
513229,0.4925,0.5075
513230,0.0978,0.9022
513231,0.1888,0.8112
513232,0.1588,0.8412
513233,0.2878,0.7122
513321,0.4644,0.5356
513322,0.3061,0.6939
513323,0.168,0.832
513324,0.1283,0.8717
513325,0.1452,0.8548
513326,0.1743,0.8257
513327,0.1774,0.8226
513328,0.1479,0.8521
513329,0.0723,0.9277
513330,0.0787,0.9213
513331,0.0759,0.9241
513332,0.0849,0.9151
513333,0.1201,0.8799
513334,0.3039,0.6961
513335,0.1751,0.8249
513336,0.1457,0.8543
513337,0.1557,0.8443
513338,0.1199,0.8801
513401,0.6551,0.3449
513422,0.2187,0.7813
513423,0.1697,0.8303
513424,0.3321,0.6679
513425,0.3094,0.6906
513426,0.1927,0.8073
513427,0.3188,0.6812
513428,0.1118,0.8882
513429,0.1181,0.8819
513430,0.1268,0.8732
513431,0.0905,0.9095
513432,0.1969,0.8031
513433,0.2853,0.7147
513434,0.2189,0.7811
513435,0.1963,0.8037
513436,0.0585,0.9415
513437,0.1821,0.8179
511901,0.2847,0.7153
511921,0.188,0.812
511922,0.1908,0.8092
511923,0.2462,0.7538
511400,0.3306,0.6694
511421,0.2164,0.7836
511422,0.5259,0.4741
511423,0.3004,0.6996
511424,0.4385,0.5615
511425,0.3488,0.6512
512000,0.3072,0.6928
510502,0.5732,0.4268
510904,0.137,0.863
512022,0.2883,0.7117
520101,0.6784,0.3216
520121,0.3137,0.6863
520122,0.2824,0.7176
520123,0.2925,0.7075
520181,0.3568,0.6432
520201,0.7975,0.2025
520222,0.1702,0.8298
520203,0.2626,0.7374
520221,0.0268,0.9732
520300,0.3502,0.6498
520321,0.2971,0.7029
520322,0.2831,0.7169
520323,0.2741,0.7259
520324,0.2561,0.7439
520325,0.2551,0.7449
520326,0.2655,0.7345
520327,0.2621,0.7379
520328,0.2782,0.7218
520329,0.3292,0.6708
520330,0.2574,0.7426
520381,0.3412,0.6588
520382,0.3129,0.6871
522201,0.57,0.43
522222,0.2351,0.7649
522223,0.3954,0.6046
522224,0.241,0.759
522225,0.2312,0.7688
522226,0.2334,0.7666
522227,0.2186,0.7814
522228,0.1722,0.8278
522229,0.1744,0.8256
522230,0.2592,0.7408
522301,0.4281,0.5719
522322,0.2705,0.7295
522323,0.203,0.797
522324,0.1984,0.8016
522325,0.2251,0.7749
522326,0.1769,0.8231
522327,0.1754,0.8246
522328,0.2627,0.7373
522401,0.3704,0.6296
522422,0.2421,0.7579
522423,0.3086,0.6914
522424,0.3004,0.6996
522425,0.2582,0.7418
522426,0.2495,0.7505
522427,0.1893,0.8107
522428,0.1681,0.8319
520400,0.3006,0.6994
520421,0.3208,0.6792
520422,0.1878,0.8122
520424,0.184,0.816
520423,0.2452,0.7548
520425,0.1477,0.8523
522601,0.5739,0.4261
522622,0.1895,0.8105
522623,0.2955,0.7045
522624,0.2793,0.7207
522625,0.341,0.659
522626,0.2001,0.7999
522627,0.2318,0.7682
522628,0.2703,0.7297
522629,0.1968,0.8032
522630,0.2288,0.7712
522631,0.1869,0.8131
522632,0.1628,0.8372
522633,0.1373,0.8627
522634,0.2331,0.7669
522635,0.2043,0.7957
522636,0.2012,0.7988
522701,0.4893,0.5107
522702,0.4417,0.5583
522722,0.2255,0.7745
522723,0.3241,0.6759
522725,0.3241,0.6759
522726,0.2504,0.7496
522727,0.2124,0.7876
522728,0.1645,0.8355
522729,0.2235,0.7765
522730,0.2704,0.7296
522731,0.2093,0.7907
522732,0.1279,0.8721
530101,0.6744,0.3256
530121,0.444,0.556
530122,0.3756,0.6244
530124,0.2982,0.7018
530125,0.4217,0.5783
530126,0.3572,0.6428
530127,0.371,0.629
530128,0.2099,0.7901
530129,0.216,0.784
530181,0.7094,0.2906
530300,0.3925,0.6075
530301,0.3925,0.6075
530321,0.3123,0.6877
530322,0.3616,0.6384
530323,0.2727,0.7273
530324,0.3536,0.6464
530325,0.345,0.655
530326,0.258,0.742
530381,0.4483,0.5517
530400,0.4206,0.5794
530421,0.3328,0.6672
530422,0.4074,0.5926
530423,0.4519,0.5481
530424,0.3795,0.6205
530425,0.3912,0.6088
530426,0.3716,0.6284
530427,0.2878,0.7122
530428,0.3228,0.6772
530600,0.1871,0.8129
530621,0.1537,0.8463
530622,0.1303,0.8697
530623,0.1746,0.8254
530624,0.2047,0.7953
530625,0.1747,0.8253
530626,0.393,0.607
530627,0.1575,0.8425
530628,0.0683,0.9317
530629,0.1428,0.8572
530630,0.4371,0.5629
532301,0.564,0.436
532322,0.2259,0.7741
532323,0.2379,0.7621
532324,0.2117,0.7883
532325,0.2704,0.7296
532326,0.1812,0.8188
532327,0.2462,0.7538
532328,0.2433,0.7567
532329,0.2148,0.7852
532331,0.3528,0.6472
532501,0.3557,0.6443
532502,0.6533,0.3467
532503,0.5099,0.4901
532523,0.1085,0.8915
532524,0.3635,0.6365
532525,0.3131,0.6869
532526,0.3955,0.6045
532527,0.2996,0.7004
532528,0.0641,0.9359
532529,0.0689,0.9311
532530,0.1416,0.8584
532531,0.0975,0.9025
532532,0.3664,0.6336
532621,0.4765,0.5235
532622,0.3188,0.6812
532623,0.1404,0.8596
532624,0.1809,0.8191
532625,0.2445,0.7555
532626,0.1541,0.8459
532627,0.1454,0.8546
532628,0.1646,0.8354
530802,0.6254,0.3746
530800,0.2632,0.7368
530822,0.1356,0.8644
530823,0.1696,0.8304
530824,0.2268,0.7732
530825,0.2259,0.7741
530826,0.3506,0.6494
530827,0.6052,0.3948
530828,0.1434,0.8566
530829,0.1774,0.8226
532801,0.3953,0.6047
532822,0.2861,0.7139
532823,0.3004,0.6996
532901,0.563,0.437
532922,0.2342,0.7658
532923,0.3382,0.6618
532924,0.3037,0.6963
532925,0.3031,0.6969
532926,0.2639,0.7361
532927,0.1814,0.8186
532928,0.3997,0.6003
532929,0.2311,0.7689
532930,0.1807,0.8193
532931,0.2469,0.7531
532932,0.2261,0.7739
530500,0.2282,0.7718
530521,0.1636,0.8364
530522,0.2099,0.7901
530523,0.155,0.845
530524,0.2341,0.7659
533102,0.5489,0.4511
533103,0.3371,0.6629
533122,0.2155,0.7845
533123,0.3096,0.6904
533124,0.3034,0.6966
530700,0.2858,0.7142
530722,0.2039,0.7961
530723,0.3761,0.6239
530724,0.1279,0.8721
533321,0.2921,0.7079
533323,0.1055,0.8945
533324,0.1802,0.8198
533325,0.2523,0.7477
533421,0.3837,0.6163
533422,0.1534,0.8466
533423,0.1433,0.8567
530900,0.2433,0.7567
530921,0.167,0.833
530922,0.239,0.761
530923,0.1715,0.8285
530924,0.1676,0.8324
530925,0.2752,0.7248
530926,0.2722,0.7278
530927,0.2397,0.7603
540101,0.4307,0.5693
540121,0.0582,0.9418
540122,0.1192,0.8808
540123,0.1129,0.8871
540124,0.1546,0.8454
540125,0.335,0.665
540126,0.1344,0.8656
540127,0.0928,0.9072
542122,0.032,0.968
542123,0.0715,0.9285
542124,0.1249,0.8751
542125,0.0594,0.9406
542126,0.0761,0.9239
542127,0.1169,0.8831
542128,0.0807,0.9193
542129,0.0527,0.9473
542132,0.1223,0.8777
542133,0.083,0.917
542129,0.0527,0.9473
542128,0.0807,0.9193
542121,0.3779,0.6221
542122,0.032,0.968
542221,0.5141,0.4859
542222,0.0514,0.9486
542223,0.2453,0.7547
542224,0.112,0.888
542225,0.1444,0.8556
542226,0.1882,0.8118
542227,0.3128,0.6872
542228,0.1815,0.8185
542229,0.1424,0.8576
542231,0.1485,0.8515
542232,0.1885,0.8115
542233,0.0665,0.9335
542301,0.5314,0.4686
542322,0.0611,0.9389
542323,0.1103,0.8897
542324,0.0649,0.9351
542325,0.1209,0.8791
542326,0.1094,0.8906
542327,0.0202,0.9798
542328,0.0984,0.9016
542329,0.1159,0.8841
542330,0.051,0.949
542331,0.0769,0.9231
542332,0.1803,0.8197
542333,0.0316,0.9684
542334,0.4563,0.5437
542335,0.2469,0.7531
542336,0.2349,0.7651
542337,0.1465,0.8535
542338,0.0485,0.9515
542421,0.3951,0.6049
542422,0.0891,0.9109
542423,0.0713,0.9287
542424,0.0702,0.9298
542425,0.1666,0.8334
542426,0.1427,0.8573
542427,0.1077,0.8923
542428,0.1389,0.8611
542429,0.0497,0.9503
542430,0.0346,0.9654
542521,0.255,0.745
542522,0.2175,0.7825
542523,0.6084,0.3916
542524,0.2064,0.7936
542525,0.0328,0.9672
542526,0.1247,0.8753
542527,0.1631,0.8369
542333,0.0316,0.9684
542621,0.6431,0.3569
542622,0.1349,0.8651
542623,0.2379,0.7621
542624,0.1811,0.8189
542625,0.268,0.732
542626,0.1542,0.8458
542627,0.105,0.895
610101,0.69,0.31
610115,0.2929,0.7071
610116,0.5162,0.4838
610122,0.2311,0.7689
610124,0.2272,0.7728
610125,0.3537,0.6463
610126,0.5788,0.4212
610201,0.5789,0.4211
610403,0.5217,0.4783
610222,0.2105,0.7895
610301,0.4138,0.5862
610304,0.3637,0.6363
610322,0.3176,0.6824
610323,0.3519,0.6481
610324,0.2065,0.7935
610326,0.2531,0.7469
610327,0.267,0.733
610328,0.2953,0.7047
610329,0.2302,0.7698
610330,0.4612,0.5388
610331,0.3234,0.6766
610401,0.4049,0.5951
610422,0.4725,0.5275
610423,0.2848,0.7152
610424,0.3179,0.6821
610425,0.1873,0.8127
610426,0.2591,0.7409
610427,0.3301,0.6699
610428,0.3102,0.6898
610429,0.22,0.78
610430,0.2356,0.7644
610431,0.2182,0.7818
610481,0.4571,0.5429
610500,0.3158,0.6842
610521,0.3336,0.6664
610522,0.3216,0.6784
610523,0.211,0.789
610524,0.2536,0.7464
610525,0.3393,0.6607
610526,0.2569,0.7431
610527,0.321,0.679
610528,0.2303,0.7697
610581,0.5025,0.4975
610582,0.4959,0.5041
610600,0.4834,0.5166
610621,0.3723,0.6277
610622,0.5823,0.4177
610623,0.5504,0.4496
610624,0.4369,0.5631
610625,0.4716,0.5284
610626,0.4465,0.5535
610627,0.457,0.543
610628,0.2994,0.7006
610629,0.2544,0.7456
610630,0.2995,0.7005
610631,0.3572,0.6428
610632,0.4727,0.5273
610700,0.3708,0.6292
610721,0.3066,0.6934
610722,0.3456,0.6544
610723,0.2687,0.7313
610724,0.2844,0.7156
610725,0.3996,0.6004
610726,0.3331,0.6669
610727,0.367,0.633
610728,0.2182,0.7818
610729,0.3207,0.6793
610730,0.3659,0.6341
610900,0.346,0.654
610921,0.2518,0.7482
610922,0.3311,0.6689
610923,0.3734,0.6266
610924,0.2644,0.7356
610925,0.3095,0.6905
610926,0.3217,0.6783
610927,0.2756,0.7244
610928,0.3255,0.6745
610929,0.2901,0.7099
611000,0.2733,0.7267
611021,0.2541,0.7459
611022,0.315,0.685
611023,0.2881,0.7119
611024,0.1717,0.8283
611025,0.2565,0.7435
611026,0.4627,0.5373
610800,0.4741,0.5259
610821,0.6205,0.3795
610822,0.5713,0.4287
610823,0.3964,0.6036
610824,0.5376,0.4624
610825,0.3813,0.6187
610826,0.3104,0.6896
610827,0.3364,0.6636
610828,0.1979,0.8021
610829,0.3643,0.6357
610830,0.3005,0.6995
610831,0.2872,0.7128
620602,0.328,0.672
620121,0.3298,0.6702
620122,0.3204,0.6796
620123,0.3194,0.6806
620201,0.9332,0.0668
620301,0.855,0.145
620321,0.3939,0.6061
620401,0.3938,0.6062
620421,0.25,0.75
620422,0.1929,0.8071
620423,0.4091,0.5909
620501,0.2814,0.7186
620521,0.1535,0.8465
620522,0.1822,0.8178
620523,0.175,0.825
620524,0.1996,0.8004
620525,0.1876,0.8124
620981,0.494,0.506
620902,0.597,0.403
620982,0.5996,0.4004
620921,0.3188,0.6812
620923,0.508,0.492
620924,0.9521,0.0479
620900,0.5066,0.4934
620700,0.3452,0.6548
620721,0.3109,0.6891
620722,0.222,0.778
620723,0.2773,0.7227
620724,0.2425,0.7575
620725,0.4102,0.5898
620600,0.2751,0.7249
620621,0.1899,0.8101
621024,0.2191,0.7809
620623,0.3217,0.6783
621100,0.2316,0.7684
621121,0.1286,0.8714
621122,0.3581,0.6419
621123,0.143,0.857
621124,0.2392,0.7608
621125,0.1958,0.8042
621126,0.1203,0.8797
621202,0.2459,0.7541
621223,0.1496,0.8504
621221,0.3451,0.6549
621224,0.1594,0.8406
621222,0.1518,0.8482
621225,0.1173,0.8827
621226,0.1116,0.8884
621228,0.345,0.655
621227,0.2726,0.7274
620800,0.2887,0.7113
620821,0.243,0.757
620822,0.1951,0.8049
620823,0.3109,0.6891
620824,0.4672,0.5328
620825,0.1454,0.8546
620826,0.1616,0.8384
