"","GBCODE","W1","W2","mean","se","df"
"1779",522324,0.1984,0.8016,20.3203347692308,0.535868208457516,240
"1780",522325,0.2251,0.7749,20.6947098461538,0.544986350519964,240
"1781",522326,0.1769,0.8231,20.0188716923077,0.528631065363566,240
"1782",522327,0.1754,0.8246,19.9978393846154,0.528129761382823,240
"1783",522328,0.2627,0.7373,21.2219196923077,0.558059351990967,240
"1784",522401,0.3704,0.6296,22.7320393846154,0.596857433455924,240
"1785",522422,0.2421,0.7579,20.933076,0.55086426533007,240
"1786",522423,0.3086,0.6914,21.8655083076923,0.574362028327361,240
"1787",522424,0.3004,0.6996,21.7505316923077,0.57142312116656,240
"1788",522425,0.2582,0.7418,21.1588227692308,0.556480974584311,240
"1789",522426,0.2495,0.7505,21.0368353846154,0.553439913165573,240
"1790",522427,0.1893,0.8107,20.1927387692308,0.532793332110415,240
"1791",522428,0.1681,0.8319,19.8954821538462,0.525696939359635,240
"1792",520400,0.3006,0.6994,21.753336,0.571494668187023,240
"1793",520421,0.3208,0.6792,22.0365710769231,0.578755076333276,240
"1794",520422,0.1878,0.8122,20.1717064615385,0.532288123494328,240
"1795",520424,0.184,0.816,20.1184246153846,0.531010356881351,240
"1796",520423,0.2452,0.7548,20.9765427692308,0.551942011856924,240
"1797",520425,0.1477,0.8523,19.6094427692308,0.51895981580714,240
"1798",522601,0.5739,0.4261,25.5854224615385,0.674600438395305,240
"1799",522622,0.1895,0.8105,20.1955430769231,0.532860728507379,240
"1800",522623,0.2955,0.7045,21.6818261538462,0.569672323663413,240
"1801",522624,0.2793,0.7207,21.4546772307692,0.563913146395871,240
"1802",522625,0.341,0.659,22.3198061538462,0.586081444609842,240
"1803",522626,0.2001,0.7999,20.3441713846154,0.536444513977606,240
"1804",522627,0.2318,0.7682,20.7886541538462,0.547296360197931,240
"1805",522628,0.2703,0.7297,21.3284833846154,0.560733329615302,240
"1806",522629,0.1968,0.8032,20.2979003076923,0.535326340800489,240
"1807",522630,0.2288,0.7712,20.7465895384615,0.546260960191503,240
"1808",522631,0.1869,0.8131,20.1590870769231,0.531985222622687,240
"1809",522632,0.1628,0.8372,19.821168,0.523937836296156,240
"1810",522633,0.1373,0.8627,19.4636187692308,0.515560885503258,240
"1811",522634,0.2331,0.7669,20.8068821538462,0.547745568329097,240
"1812",522635,0.2043,0.7957,20.4030618461538,0.537870838450884,240
"1813",522636,0.2012,0.7988,20.3595950769231,0.536817730242256,240
"1814",522701,0.4893,0.5107,24.3992003076923,0.641669849319939,240
"1815",522702,0.4417,0.5583,23.7317750769231,0.62350701500359,240
"1816",522722,0.2255,0.7745,20.7003184615385,0.545124018730651,240
"1817",522723,0.3241,0.6759,22.0828421538462,0.579947516610577,240
"1818",522725,0.3241,0.6759,22.0828421538462,0.579947516610577,240
"1819",522726,0.2504,0.7496,21.0494547692308,0.553753860846561,240
"1820",522727,0.2124,0.7876,20.5166363076923,0.540631613233138,240
"1821",522728,0.1645,0.8355,19.8450046153846,0.524501413208566,240
"1822",522729,0.2235,0.7765,20.6722753846154,0.544435987632432,240
"1823",522730,0.2704,0.7296,21.3298855384615,0.560768582277649,240
"1824",522731,0.2093,0.7907,20.4731695384615,0.539573472738346,240
"1825",522732,0.1279,0.8721,19.3318163076923,0.512510040535823,240
"1826",530101,0.6744,0.3256,26.9945870769231,0.714663097670611,240
"1827",530121,0.444,0.556,23.7640246153846,0.624378095912693,240
"1828",530122,0.3756,0.6244,22.8049513846154,0.598776849003405,240
"1829",530124,0.2982,0.7018,21.7196843076923,0.570636547837363,240
"1830",530125,0.4217,0.5783,23.4513443076923,0.615961537712603,240
"1831",530126,0.3572,0.6428,22.5469550769231,0.592003056147657,240
"1832",530127,0.371,0.629,22.7404523076923,0.597078701843445,240
"1833",530128,0.2099,0.7901,20.4815824615385,0.539778124879059,240
"1834",530129,0.216,0.784,20.5671138461538,0.541862812188017,240
"1835",530181,0.7094,0.2906,27.4853409230769,0.728826822213806,240
"1836",530300,0.3925,0.6075,23.0419153846154,0.605042010597585,240
"1837",530301,0.3925,0.6075,23.0419153846154,0.605042010597585,240
"1838",530321,0.3123,0.6877,21.917388,0.575691771443392,240
"1839",530322,0.3616,0.6384,22.6086498461538,0.593618289813659,240
"1840",530323,0.2727,0.7273,21.3621350769231,0.561579883250179,240
"1841",530324,0.3536,0.6464,22.4964775384615,0.590683674953112,240
"1842",530325,0.345,0.655,22.3758923076923,0.587539820466722,240
"1843",530326,0.258,0.742,21.1560184615385,0.556410909704675,240
"1844",530381,0.4483,0.5517,23.8243172307692,0.626008462883909,240
